,number,Text processed
251,ATEL #12083,"Black hole X-ray transient 4U1630-47 is in outburst since June 6, 2018 (MJD 58275) according to MAXI monitoring. The count rate dropped sharply after September 26, 2018 (MJD 58387), dropping to 0.2 photons s<sup>-1</sup> cm<sup>-2</sup> from 0.9 photons s<sup>-1</sup> cm<sup>-2</sup> in 8 days. After this sharp drop we triggered a target of opportunity observation with the Neil Gehrels Swift Observatory. The observation taken on October 06, 2018 shows a soft spectrum that can be fitted with a diskbb. The disk temperature is 1.06<span>&#177;</span>0.02 keV, the N<sub>H</sub> is 1.22E23 and 1-10 keV flux is 2.2 10<sup>-9</sup> ergs cm<sup>-2</sup> s<sup>-1</sup>. The source will be monitored further for possible signs of state change."
252,ATEL #12080,"We report the following supernova classifications. The targets were supplied by supplied by the All Sky Automated Survey for SuperNovae ASAS-SN (see Shappee et al. 2014, ApJ, 788, 48 and  ). The observations were performed on the night of 2018 October 03 at the 4.1-m SOAR Telescope equipped with the Goodman High Throughput Spectrograph using the 400 lines/mm grating, and a slit width of 1.0 arc second, resulting in a spectral coverage from 380 nm to 775 nm with a resolution of 0.636 nm. Classifications were done with SNID (Blondin & Tonry, 2007, ApJ, 666, 1024). Survey Name | IAU Name | RA (J2000) | Dec (J2000) | Disc. Date | Source | Disc Mag | z | Type | Phase | Notes ASASSN-18wr | SN2018hbh | 22:20:35.87 | -30:11:54.7 | 2018-10-03 | ASAS-SN | 17.7 | 0.072 | Ia | at max | (1,2) ASASSN-18wg | SN2018gys | 23:17:53.47 | -42:12:46.7 | 2018-09-30 | ASAS-SN | 17.95 | 0.060 | Ia | at max | ASASSN-18vx | AT2018gqc | 00:21:13.52 | -57:45:10.8 | 2018-09-18 | ASAS-SN | 17.7 | 0.134 | AGN | | (1) ASASSN-18ve | SN2018gex | 21:31:28.62 | -50:44:59.9 | 2018-09-10 | ASAS-SN | 18.1 | 0.030 | II | past max | (3) ASASSN-18oa | SN2018cvn | 01:30:27.12 | -26:47:06.8 | 2018-06-26 | ASAN=SN | 16.7 | 0.019 | II | past max | (4) (1) Redshift obtained from host galaxy emission lines. (2) Similar to SN1991T. (3) The SN2018gex was discovered by ASAS-SN (ATel #12063), a classification spectrum was obtained by ePESSTO on 2018-09-15 (ATel #12040). The ePESSTO spectrum is characterized by a blue continuum with H-alpha emission at z=0.03 (ATel #12040), however it was not possible to obtain a definitive classification. SN2018gex evolved since then, and the spectrum obtained with Goodman corresponds to a SN type II, similar to SN2004et after maximum. (4) SN2018cvn was discovered by ASAS-SN shortly after the SN explosion (ATel #11832), then a few days later it was classified as a SN IIn a with Goodman at the SOAR telescope (ATel #11816). The classification spectrum was similar to the early spectrum of SN1998S, showing very blue continuum, weak broad Balmer lines and strong blended C III and N III lines (ATel #11816), probably, originated from circumstellar material ejected by the star shortly before the explosion. SN2018cvn evolved dramatically and several days later shows a spectrum similar to SN2004dj, a SN II without signs of ongoing ejecta-CSM interaction."
253,ATEL #12081,"Transient, Variables MASTER OT J101326.12-413942.9 discovery -new OT, ampl>6m, no VIZIER MASTER-SAAO auto-detection system ( Lipunov et al., ""MASTER Global Robotic Net"", Advances in Astronomy, 2010, 30L ) discovered OT source at (RA, Dec) = 10h 13m 26.12s -41d 39m 42.9s on 2018-10-05.10326 UT. The OT unfiltered magnitude is 15.9m (mlim=19.3). The OT is seen in 9 images (02:25:28.955-02:40:29.78UT). There is no minor planet at this place. We have reference image on 2015-03-18.89258 UT with unfiltered mlim=20.3m, on 2018-04-02 21:44:58 with mlim=19.4m (MASTER-SAAO), on 2018-09-24 09:22:51 with mlim=17.9(MASTER-OAFA). There is no any sources in VIZIER database, it means 22m POSS limit and more then 6mag of current outburst amplitude Spectral observations are required. <center><a href="" "">List of Optical Transients discovered by MASTER</a></center> MASTER Global Robotic Net:  "
254,ATEL #12077,"The Asiago Transient Classification Program (Tomasella et al. 2014, AN, 335, 841) reports the spectroscopic observation of ASASSN-18ux. The targets were supplied by the All Sky Automated Survey for SuperNovae (ASAS-SN, Shappee et al. 2014). The observations were performed with the Asiago 1.82m Copernico Telescope (+AFOSC; range 340-820 nm; resolution 1.4 nm). Survey name | IAU name | Host galaxy | Disc. Date (UT) | Obs. Date (UT) | redshift | type | phase | notes ASASSN-18ux | 2018gec | UGC 3700 | 2018-09-10.46 | 2018-10-04.04 | 0.037136 | Ia | +30 days | 1 (1) Spectrum similar to those of several type Ia supernovae about four weeks after maximum light. Redshift of the host galaxy is from Rines et al. 2000, AJ 120, 2338 (via NED) The classification was performed using the GELATO (Harutyunyan et al. 2008, A&A, 488, 383) and SNID (Blondin and Tonry 2007, ApJ, 666, 1024) tools. The Asiago classification spectra are posted at the website  ."
255,ATEL #12078,"Transient, Variables MASTER OT J041758.27-025019.0 detection - QSO optical flare(5mag amplitude) MASTER-Tunka auto-detection system ( <A HREF="" "">Lipunov et al., ""MASTER Global Robotic Net"", Advances in Astronomy, 2010, 30L</A> ) discovered OT source at (RA, Dec) = 04h 17m 58.27s -02d 50m 19.0s on 2018-10-01.86697 UT. The OT unfiltered magnitude is 17.0m (limit 18.8m). The OT is seen in 6 images. There is no minor planet at this place. We have reference image without OT on 2010-09-20.88556 UT with unfiltered magnitude limit 19.4m |(MASTER-Tunka), on 2015-12-18 18:13:44UT with mlim=19.0, on 2012-09-28 01:34:33 with mlim=19.4 (MASTER-Kislovodsk), . There are previous outbursts in MASTER-Kislovodsk database Date,UT | unfiltered_magnitude 2010-09-21 00:56:26.899 19.5 2010-11-13 20:29:27 <18.9 (marginally seen, mlim=18.9) 2011-10-28 22:19:23.329 17.0 2012-09-28 00:34:26.238 17.6 2014-02-15 17:27:13.053 16.5 There is no USNO-B1 sources, there is GSC2.3.2 blue source with jmag=22.19. This source is also radio source and a WISE candidate to gamma-ray blazar radio sources <a href="" "">(D'Abrusco et al. 2014)</a> Spectral observations are required. The discovery and reference images are available at   <center><a href="" "">List of Optical Transients discovered by MASTER</a></center> MASTER Global Robotic Net:  "
256,ATEL #12079,"We report here on the photometric observations of the Type IIn supernova SN 2018zd (otherwise known as Gaia18anr), discovered by Koichi Itagaki and classified by Zhang et al. (ATel #11379), with the 60-cm Cassegrain reflector in Astronomical Observatory of the University of Wroclaw (Bialkow, Poland) over the period of 3 months (from April 14 2018 to July 15 2018). Observations took place during twelve photometric nights and data has been collected in four bands of the Johnson-Cousins photometric system: B, V, Rc and Ic. I observed substantial and consistent decrease in brightness in all four photometric bands, till the point where measurements became partly unreliable due to the limitations of aforementioned telescope. We found that Gaia measurements in G-band are more or less consistent with Rc band measurements over long period of time. We also found that during two nights: May 13, 2018 and May 19, 2018 a little increase in brightness may be spotted in all used photometric bands. Such an effect may be spotted also in the data taken from other nights. Taking into account the precision of Gaia18anr photometry (especially during the first month of observations), we suggest it may be a photometric manifestation of decay processes of radioactive elements. The follow-up photometric data are shown on Gaia alerts follow-up webpage and can be requested from the author. We acknowledge the Gaia Photometric Alerts group ( ). We also acknowledge the use of the Cambridge Photometric Calibration Server ( ), developed and maintained by Lukasz Wyrzykowski, Sergey Koposov, Arancha Delgado, Pawel Zielinski, funded by the European Union's Horizon 2020 research and innovation programme under grant agreement No 730890 (OPTICON). Follow-up observations on Gaia Alerts webpage:  "
257,ATEL #12073,"The Asiago Transient Classification Program (Tomasella et al. 2014, AN, 335, 841) reports the spectroscopic observation of ASASSN-18wd, ASASSN-18wq. The targets were supplied by the All Sky Automated Survey for SuperNovae (ASAS-SN, Shappee et al. 2014). The observations were performed with the Asiago 1.82m Copernico Telescope (+AFOSC; range 340-820 nm; resolution 1.4 nm). Survey name | IAU name | Host galaxy | Disc. Date (UT) | Obs. Date (UT) | redshift | type | phase | notes ASASSN-18wd | 2018gva | CGCG 286-070 | 2018-09-25.47 | 2018-10-03.00 | 0.021465 | Ia | +10 days | 1 ASASSN-18wq | 2018hay | SDSS J092317.60+422248.7 | 2018-10-2.62 | 2018-10-03.07 | 0.009 | II | +14 days | 2 (1) Noisy spectrum similar to those of several type Ia supernovae about ten days after maximum light. The expansion velocity deduced from the Si-II 635.5nm absorption is about 11700 km/s. Redshift of the host galaxy is from Falco, E. et al, The Updated Zwicky Catalog (UZC), Version of August 2000, based on 1999 PASP 111, 438 (via NED) (2) Noisy spectrum similar to those of several type II supernovae about two weeks after explosion. FWHM of Halpha emission is about 10700 km/s. The redshift has been deduced from the SN spectral features fitting The classification was performed using the GELATO (Harutyunyan et al. 2008, A&A, 488, 383) and SNID (Blondin and Tonry 2007, ApJ, 666, 1024) tools. The Asiago classification spectra are posted at the website  ."
258,ATEL #12074,"Transient, Variables MASTER OT J180822.04-651129.8 discovery - 6mag amplitude outburst, no VIZIER data MASTER-OAFA auto-detection system ( <A HREF="" "">Lipunov et al., ""MASTER Global Robotic Net"", Advances in Astronomy, 2010, 30L</A> ) discovered OT source at (RA, Dec) = 18h 08m 22.04s -65d 11m 29.8s on 2018-10-02.04157 UT. The OT unfiltered magnitude is 15.8m (mlim=19.2m). The OT is seen in 4 images 2018-10-02 (00:33:26.489-1:07:24.767). There is no minor planet at this place. We have reference image without OT on 2017-04-05.23440 UT with 20.0 unfiltered magnitude limit. There is no any sources in VIZIER database, it means 22m POSS limit and more then 6.2m of current outburstn amplitude Spectral observations are required. The discovery and reference images are available at:   <center><a href="" "">List of Optical Transients discovered by MASTER</a></center> MASTER Global Robotic Net:  "
259,ATEL #12075,"ePESSTO, the extended Public ESO Spectroscopic Survey for Transient Objects (see Smartt et al. 2015, A&A, 579, 40   ), reports the following supernova classifications. Targets were supplied by the ESA Gaia Photometric Science Alerts Team and DPAC ( ), and the All Sky Automated Survey for SuperNovae ASAS-SN (see Shappee et al. 2014, ApJ, 788, 48 and  ). All observations were performed on the ESO New Technology Telescope at La Silla on 2018-10-02, using EFOSC2 and Grism 13 (3985-9315A, 18A resolution). Classifications were done with SNID (Blondin & Tonry, 2007, ApJ, 666, 1024) and GELATO (Harutyunyan et al., 2008, A&A, 488, 383). Classification spectra and additional details can be obtained from   (via WISeREP) and the IAU Transient Name Server. Survey Name | IAU Name | RA (J2000) | Dec (J2000) | Disc. Date | Source | Disc Mag | z | Type | Phase | Notes Gaia18cug | SN2018gwr | 03 11 18.72 | +01 19 00.84 | 2018-09-17 | Gaia | 19.09 | 0.032 | II | +8 to +10 | (1) ASASSN-18wf | SN2018gyr | 00 49 47.24 | -61 39 12.89 | 2018-09-30 | ASAS-SN | 17.15 | 0.035 | Ia | +8 to +10 | (2) (1) Redshift from host galaxy lines. The apparent host is a ring galaxy in the IC 298 interacting galaxy system, with likely sub-solar metallicity. SN 2018gwr was observed with SPRAT on the Liverpool Telescope (Steele et al. 2004, SPIE, 5489, 679) on 2018-09-30.07. Low S/N prevented classification but a broad H-alpha feature, consistent with the ePESSTO classification of a SN II, is clearly present. <br /> (2) Redshift from host galaxy lines (NED), 2MASX J00494722-6139127. <br />"
260,ATEL #12076,"We report fitting the SED of archival photometry of counterpart of MASTER OT J155814.41-163017.1 (ATel # 12071) to the BT-NextGen set of model atmospheres (Allard et al., 2009, Phil.Trans.Royal.Ast.Soc.A, 270, 2765). Measurements flagged as being of good quality are available from Pan-STARRS and SDSS in the ugriz bandpasses. Measurements in those two data sets in comparable bandpasses are mostly within one sigma of each other. The PAN-STARRS data and SDSS data were obtained at different epochs about five years apart. The ugriz magnitudes are all ~21. In the fitting, the object temperature was allowed to vary from 1000 K to 70,000 K. The Av was allowed to vary as an independent variable from 0.1 to 5. Log g was varied from -0.5 to 6, and the metallicity was varied from -4 to 0.5. The best fit when assuming no IR excess was obtained from the following parameters: T = 50,000 +/- 968 K, Av = 1.57 +/- 0.30, log g = 2.5 +/- 0.5, and metallicity z = 0. A plot of the model fit and data is available at   Our best fit Av assuming a standard Galactic extinction law corresponds to E(B-V) ~ 0.40 to 0.60. According to the three-dimensional Galactic extinction map of Green et al. (2018; MNRAS, 478, 651), the E(B-V) in the direction of MASTER OT J155814.41-163017.1 is ~0.25 for all distances from ~250 pc to 50,000 pc. In addition, there is a slight flux excess relative to the model SED in the i and z bands. Thus the object may have a significant amount of circumstellar extinction in the line of sight. If we assume for the fitting that the i and z magnitudes are affected by some unspecified excess, the chi-square of the best fit improves from 9.6 to 5.2, and the new best fit is obtained with T = 50,000 +/- 933 K, Av = 1.57 =/- 0.27, log g = 3.5 +/- 0.48, and metallicity = 2.5. This research has made use of the VizieR catalogue access too, CDS, Strasbourg, France. The Pan-STARRS1 Surveys (PS1) and the PS1 public science archive have been made possible through contributions by the Institute for Astronomy, the University of Hawaii, the Pan-STARRS Project Office, the Max-Planck Society and its participating institutes, the Max Planck Institute for Astronomy, Heidelberg and the Max Planck Institute for Extraterrestrial Physics, Garching, The Johns Hopkins University, Durham University, the University of Edinburgh, the Queen's University Belfast, the Harvard-Smithsonian Center for Astrophysics, the Las Cumbres Observatory Global Telescope Network Incorporated, the National Central University of Taiwan, the Space Telescope Science Institute, the National Aeronautics and Space Administration under Grant No. NNX08AR22G issued through the Planetary Science Division of the NASA Science Mission Directorate, the National Science Foundation Grant No. AST-1238877, the University of Maryland, Eotvos Lorand University (ELTE), the Los Alamos National Laboratory, and the Gordon and Betty Moore Foundation. This publication makes use of VOSA, developed under the Spanish Virtual Observatory project supported from the Spanish MINECO through grant AyA2017-84089. We acknowledge use of the SDSS Data Release 9 (Alam et al. 2015, ApJS, 219, 12)."
261,ATEL #12070,"Variables MASTER OT J193047.39-795628.3 discovery - PSN in spiral PGC063305 MASTER-SAAO auto-detection system ( Lipunov et al., ""MASTER Global Robotic Net"", Advances in Astronomy, 2010, 30L ) discovered OT source at (RA, Dec) = 19h 30m 47.39s -79d 56m 28.3s on 2018-10-01.82168 UT. The OT unfiltered magnitude is 17.2m (mlim=19.7). The OT is seen in 8 images. There is no minor planet at this place. We have reference image on 2018-08-18.91075 UT with unfiltered mlim= 20.0m. This PSN is in 3.6""W,17.4""N of PGC063305 (<a href="" "">ESO025-008</a> with Vgsr=2657,Btc=14.67) Spectral observations are required. The discovery and reference images are available at:   <center><a href="" "">List of Optical Transients discovered by MASTER</a></center> MASTER Global Robotic Net:  "
262,ATEL #12071,"Nova, Transient, Variables MASTER OT J155814.41-163017.1 discovery - possible Nova outburst, ampl>8mag MASTER-SAAO auto-detection system ( Lipunov et al., ""MASTER Global Robotic Net"", Advances in Astronomy, 2010, 30L ) discovered OT source at (RA, Dec) = 15h 58m 14.41s -16d 30m 17.1s on 2018-09-29.77081 UT during Fermi trigger <a href="" "">inspection</a>. The OT unfiltered magnitude is 13.2m (mlim=18.6). The OT is seen in 8 images. There is no minor planet at this place. We have reference image on 2016-03-13.00919 UT with unfiltered mlim= 20.4m (MASTER-SAAO), the nearest in time reference image was on 2018-09-21 00:34:52 with mlim=18.3 (MASTER-OAFA). There is no objects in USNO-B1, but there is optical source in PanSTARR and Sloan <a href="" "">surveys</a> with rmag=21.5 Spectral observations are required. The discovery and reference images are available at:   <center><a href="" "">List of Optical Transients discovered by MASTER</a></center> MASTER Global Robotic Net:  "
263,ATEL #12072,"The newly discovered X-ray transient Swift J1658.2-4242 (J1658) was first detected in outburst by the BAT instrument aboard the Neil Gehrels Swift observatory on February 16, 2018. Since then, Swift performed extensive monitoring of this source from February through August of 2018 (ATel #11307, ATel #11311). We used the online tools provided by the UK Swift Science Data Centre ( ) to extract light curves and energy spectra of all Swift/XRT available observations. Light curve created using the XRT observations of J1658 showed a peak of the outburst on 02-03-2018 12:16:06 UT(MJD 58179.52) (see  ). To fit the spectrum extracted using the observation made on this date, we began with an absorbed blackbody, however, we observed some residuals indicating the presence of a high energy component. Adding a power law component to the absorbed blackbody did not improve the fit. The broadband observations made with NuSTAR and AstroSat showed the presence of high energy cut-off (ATel #11321, ATel #11375). Thereafter, we added a cut-off power law to the absorbed blackbody for fitting the XRT spectrum. As the cut-off energy is much beyond the energy band of XRT, therefore, we fixed the energy cut-off at 46 keV as observed with the AstroSat observation (ATel #11375). We obtained an N(H) = 1.1(+/-0.3) x 10^{23} cm^{-2} and a blackbody temperature of 1.22+/-0.03 keV. It was difficult to constrain the power law index, therefore, we fixed the power law index to the value obtained ~ 1.1. We obtained a Chi^2 = 753 for 652 degrees of freedom. All uncertainties are stated at a 1-sigma confidence level. We also tried to replace the blackbody component with the disk blackbody, however, we noticed the increase in the Chi^2 to 789 from 753 for 652 degrees of freedom. Using the best-fit obtained with an absorbed blackbody plus cut-off power law we estimated the absorbed flux to be 5 x 10^{-9} ergs cm^{-2} s^{-1} in the 0.3-10 keV band. From the XRT light curve, we notice that after this peak, the flux of J1658 showed a gradual decrease. Swift/XRT observed J1658 for the last time on 10-08-2018 08:56:37 UT (MJD 58340.37). Due to the limited statistics, we could not use the Chi^2 statistics but used W-statistics which is background subtracted Cash statistics. The spectrum was well modelled with an absorbed power law of index 1.2 +/- 0.4 with an absorption fixed to NH= 1.8 x 10^{23} cm^{-2}. The absorbed flux measured in the 0.3-10 keV band using this observation is ~ 3.5 x 10^{-11} erg cm^{-2} s^{-1}. Given the flux trend, J1658 should be in quiescence. To confirm that, we requested another observation of J1658 which was done on 28-09-2018 02:50:54 UT (MJD 58389.1172, i.e. about a month after the previous Swift/XRT observation). We detected only 2 counts in a 2000 s long observation after background subtraction. We also determined upper limits on the count rate (95 per cent confidence level) using the prescription of Gehrels (1986). This turns out to be ~ 1.5e-3 c/s and using WEBPIMMS we converted this count-rate into 0.3-10 keV flux. By assuming an absorbed power law of index 1.5 and an absorption NH= 1.8 x 10^{23} cm^{-2} , we estimated a flux of ~ 2.54 x 10^{-13} erg cm^{-2} s^{-1}. Assuming a source distance of 8 kpc, this observed flux translates into a 0.3-10 keV luminosity of ~ 9 x 10^{32} erg s^{-1}. This is consistent with the quiescence luminosities observed from these type of systems, and therefore conclude that the source has transitioned into quiescence. Acknowledgement: We thank the Swift team members for scheduling the ToO observation. This work made use of data supplied by the UK Swift Science Data Centre at the University of Leicester. Swift J1658.2-4242:  "
264,ATEL #12069,"We observed the Type Ic supernova SN 2018ebt (ATel #11891, TNS Report No. 20792), with the Giant Metrewave Radio Telescope (GMRT) on 2018 September 10.80 UT in the 1390 MHz band. We do not detect any radio emission at the supernova position RA, Decl (J2000): 20:41:54.99, +64:12:52.65. The 3-sigma upper limit of the flux density at the supernova position is 120 uJy. Further observations are planned. We thank the GMRT staff for scheduling these observations."
265,ATEL #12067,"Event AT2018cow is a recently detected transient (Smartt et al. ATel #11727), associated with a galaxy CGCG 137-068 at z = 0.014. Its physical nature is debatable, with possible scenarios including the type Ic supernova (e.g., Xu et al. ATel#11740, Izzo et al. ATel#11753), an off-axis gamma-ray burst afterglow (e.g., Rivera Sandoval & Maccarone ATel#11737), a tidal disruption of a white dwarf by an intermediate mass black hole, or a magnetar (e.g., Kuin et al. 2018 ; Perley et al. 2018 ; Prentice et al. 2018 ). To enable the distinction between these models, we conducted the very long baseline interferometry (VLBI) observations of AT2018cow using the European VLBI Network (EVN). The first-epoch 2-h pilot observation was carried out in real-time e-VLBI mode at 1.67 GHz on 2018 September 18 (project code: RY007a) employing the high-precision phase-referencing technique. The quasar J1619+2247 is used as the phase-referencing calibrator. We detected an unresolved compact source with a signal-to-noise ratio of 22. The accurate position of the brightness peak is R.A.=16h16m00.2243s, Dec.=+22d16'04.893"" (J2000; formal uncertainty ~1 mas), which is roughly in agreement with the position derived from previous 22-GHz VLBA+Effelsberg observations on 2018 July 31 (R.A. = 16h16m00.2242s, Dec.=+22d16'04.890: Bietenholz et al. ATel#11900). The total flux density is 0.9 mJy (uncertainty about 10 percent) at 1.67 GHz, more than double the reported 0.44 mJy from the latest Giant Metrewave Radio Telescope (GMRT) on 2018 Aug 12.71 UT in the 1390 MHz band (Nayana & Chandra ATel#11950), indicating that the source brightness is increasing. The increasing radio flux density suggests that the effect of synchrotron self-absorption at centimeter wavelengths is decreasing. The follow-up disk-based experiment using the full EVN array, with better (u,v) coverage and image quality, will be conducted on 20-21 October 2018 at C band (5 GHz). We expect to reduce the data and report the result in a timely manner. The participant stations are : Effelsberg, Jodrell Bank, Medicina, Onsala, Sardinia, Torun, Westerbork and three e-MERLIN stations (Cambridge, Defford, Knockin). We thank the EVN PC for approving the trigger-of-opportunity observations, and the staff of the EVN and the observatories for carrying out the experiment. The European VLBI Network is a joint facility of European, Chinese, South African and other radio astronomy institutes funded by their national research councils. We thank for the National Key R&D Programme of China under grant number 2018YFA0404602."
266,ATEL #12068,"We report on recent NICER observations of the transient black hole candidate MAXI J1820+070 (ASASSN-18ey). After spending the initial part of its outburst in the hard state, MAXI J1820+070 made a rapid transition to a softer spectral state in early July (ATel #11820, #11823). NICER monitoring observations show that it remained in this softer spectral state until recently. MAXI, Swift, and radio observations (ATel #12057, #12061, #12064) indicate that the source started a transition toward a harder spectral state between Sep. 21 and 23. Despite near-daily NICER observations of the outburst, the start of this transition occurred during a 4-day gap in our coverage. Swift observations revealed non-monotonic spectral evolution, casting some doubt on whether the source was truly returning to the hard state (ATel #12064). NICER light/hardness curves and a hardness-intensity diagram (see link below) indicate that the source is still continuing its rapid transition towards the hard state, but has not yet reached the same hardness values seen during the initial hard state. An energy spectrum obtained earlier today (Sep. 28 12:41 UT, 120 s exposure) can be well modelled with a combination of absorbed disk blackbody and power-law components (similar to the Swift spectra analysed in ATel #12064). We find an nH of ~2e21 cm^-2, a disk temperature ~0.22 keV, and a power-law index of ~2.5. The 0.3-10 keV flux (unabsorbed) is 2.95e-8 erg/s/cm^2, with a power-law flux contribution of ~65%. Compared to the Swift spectra from Sep. 25, the disk temperature is lower and the power-law index higher. In terms of X-ray variability, we observe significant evolution in the rapid variability properties as well. The averaged 0.3-12 keV power spectrum (PDS) from the last ten days before the current transition shows weak power-law noise with an integrated (0.1-100 Hz) strength of ~0.5% rms. The PDS of the first observation after the transition showed much stronger (~4% rms) peaked noise around 2 Hz, with a hint of a weak QPO around 16 Hz. In the days following the 0.1-100 Hz noise increased in strength to ~11% (Sep. 28) and decreased in frequency. Note that in the 2-10 keV band (which is more comparable to the RXTE band) the rms values after the start of the transition increased from ~11% to 27%. By Sep. 28 the QPO had decreased in frequency to ~3 Hz and increased in strength as well. On Sep. 27, two (probably harmonically related) QPOs were detected at 5.73+/-0.20 Hz and 10.78+/-0.13, with Q-values of ~5-6 and strengths of ~1.5% rms (~7% in the 2-10 keV band). These are likely type-C QPOs. Combined with the position of the source in the HID and the spectral parameters listed above, the recent power spectral properties are consistent with the MAXI J1820+070 evolving through the hard-intermediate state. We strongly encourage rapid, simultaneous, multi-wavelength observations of MAXI J1820+070 as it transitions. A file containing the upcoming NICER schedule for the source can be found at the link below. NICER is a 0.2-12 keV X-ray telescope operating on the International Space Station. The NICER mission and portions of the NICER science team activities are funded by NASA. Light/hardness curves, hardness-intensity diagram, and scheduled observations:  "
267,ATEL #12063,"During the ongoing All Sky Automated Survey for SuperNovae (ASAS-SN, <a href="" "">Shappee et al. 2014</a>), using data from the quadruple 14-cm ""Brutus"" telescope in Haleakala, Hawaii, the quadruple 14-cm ""Leavitt"" telescope in Fort Davis, Texas, the quadruple 14-cm ""Payne-Gaposchkin"" telescope in Sutherland, South Africa, and the quadruple 14-cm ""Cassius"" and ""Paczynski"" telescopes in Cerro Tololo, Chile, we discovered several new transient sources. Properties of the supernovae, as well as associated finding charts showing the archival imaging (left) and the follow-up confirmation image (right) are included in the table below: Object RA (J2000) DEC (J2000) Redshift Disc. UT Date Disc. V/g mag Approx. Abs. Mag Offset from Host ("") <a href= >ASASSN-18wd</a> (AT 2018gva) 07:51:09.579 +62:05:12.16 0.021465 2018-09-25.48 ~16.0 -19.0 25.08 <a href= >ASASSN-18vx</a> (AT 2018gqc) 00:21:13.773 -57:45:10.35 Unk 2018-09-18.07 ~17.7 --- 0.67 <a href= >ASASSN-18vp</a> (AT 2018gio) 04:20:41.242 -14:46:52.66 0.030785 2018-09-15.25 ~17.3 -18.4 3.81 <a href= >ASASSN-18vo</a> (AT 2018gkj) 22:02:26.958 -64:21:04.59 0.041575 2018-09-14.16 ~17.5 -18.8 9.31 <a href= >ASASSN-18vm</a> (AT 2018ghb) 06:58:27.516 -28:45:48.84 0.007595 2018-09-14.36 ~15.1 -17.9 22.28 <a href= >ASASSN-18vf</a> (AT 2018gfi) 00:58:53.923 -24:11:46.78 Unk 2018-09-12.40 ~17.4 --- 1.87 <a href= >ASASSN-18ve</a> (AT 2018gex) 21:31:28.580 -50:44:59.33 0.030438 2018-09-10.11 ~18.1 -17.5 3.64 Follow-up observations are encouraged. While we are participating in the TNS system to minimize potential confusion, ASAS-SN will continue using ASASSN-18xx transient names as our primary nomenclature (including supernovae, but also other classes of transients), and we encourage others to do the same. We prefer merging the names as ASASSN-18xx (AT 2018xyz) to preserve, rather than anonymize, the origin of the transient. We would like to thank Las Cumbres Observatory and its staff for their continued support of ASAS-SN. ASAS-SN is funded in part by the Gordon and Betty Moore Foundation through grant GBMF5490 to the Ohio State University, NSF grant AST-1515927, the Mt. Cuba Astronomical Foundation, the Center for Cosmology and AstroParticle Physics (CCAPP) at OSU, the Chinese Academy of Sciences South America Center for Astronomy (CASSACA), and the Villum Fonden (Denmark). For more information about the ASAS-SN project, see the <a href= >ASAS-SN Homepage</a> and the list of all <a href= >ASAS-SN transients</a>."
268,ATEL #12064,"The transient black hole candidate ASASSN-18ey/MAXI J1820+070 (ATel #11820) was discovered in March 2019 by the MAXI mission when it entered the outburst phase (ATel #11399, #11400). After an extended hard-state, the source rapidly transitioned to the soft state on MJD 58300 (ATel #11820). Following the report of a rapid increase in the hard X-ray of MAXI J1820+070, observed by MAXI/GSC and reported by the MAXI team (MAXI alerts and ATel #12057), we triggered the AMI radio telescopes (ATel #12061) and Swift. We report on the first of a series of observations, taken on September 25th (T01:45:57), and on two observations taken earlier, on September 17th (17T21:23:57) and 22nd (T03:34:57), respectively. We extracted energy spectra in the 0.3-10 keV band from Swift/XRT data, and we fitted them with a absorbed powerlaw + diskbb model. The resulting best fits show a clear evolution of the spectral shape of the source. On September 17th the energy spectrum is well described by a multicolour disk blackbody with inner disk temperature (0.603 +/- 0.004)keV and a weak powerlaw tail (normalisation 0.3 +/- 0.1) with slope 1.7 +/- 0.3. On September 22nd the energy spectrum shows a disk blackbody with temperature consistent with the above, but a harder (and slightly more prominent, normalisation 0.7 +/- 0.2) powerlaw tail, with slope 1.6 +/- 0.2. On September 25th the multicolour disk blackbody showed a lower temperature of (0.481 +/- 0.008)keV and a stronger (normalisation 2.9 +/- 0.4) hard tail, with slope 1.92 +/- 0.08. These parameters are consistent with those reported in ATel #12057. The above shows that MAXI J1820+070 was still in the soft state on September 17th. However, we can refine the time of the transition to the hard-intermediate state, which likely occurred on (or shortly before) September 22nd, consistent with what reported by the MAXI team (ATel #12057), who found a spectral change between September 21st and 23rd. We note that while the source has clearly left the soft state, it might moving back and forth along the hard intermediate, as the apparent non-monotonic evolution of the hard-tail slope seems to indicate. Swift will continue monitoring this source and we encourage multi-wavelength followup observations. We thank the Swift team for the prompt scheduling of these observations (despite the inconvenient night trigger)."
